uuid,dem_education_level,dem_full_time_job,normalized_job_code
cd40f700-dae0-0133-2ae7-0a81e8b09a82,medium,yes,36ac256201657eeaa67ee95aaae3cd54
25c4a570-d96e-0133-04e5-0a81e8b09a82,medium,yes,3833bd699e7afe4665b595f282da0387
60293080-d9b5-0133-9245-0a81e8b09a82,medium,no,
36c13df0-dd4a-0133-3fde-0a81e8b09a82,low,yes,2173ff3afd8d28192f7cf119af201940
e3dcbac0-da84-0133-dda5-0a81e8b09a82,low,no,
83b88e70-d8d5-0133-6599-0a81e8b09a82,medium,yes,16b67d7f57698455aefbc1ae1b358b50
90abbb30-db21-0133-0e55-0a81e8b09a82,medium,no,
6a108e40-d90b-0133-a71c-0a81e8b09a82,low,no,
1f6571e0-dc87-0133-f560-0a81e8b09a82,high,yes,eb3d789747d52df803ce63fe37bf53e9
d6b873b0-db98-0133-4c3a-0a81e8b09a82,high,yes,7bb15eefb19ed09c59349baad7e8469e
b40091a0-da25-0133-66e0-0a81e8b09a82,medium,no,
d9ecdb70-dc91-0133-56f6-0a81e8b09a82,high,no,
545f6040-d99b-0133-ae42-0a81e8b09a82,high,yes,679fb7003e0aedc14891fcd15dd846c5
a3b6ad60-dd3e-0133-8e61-0a81e8b09a82,low,no,
2c8ae950-dcfe-0133-4386-0a81e8b09a82,high,yes,2173ff3afd8d28192f7cf119af201940
230678c0-da9b-0133-1c37-0a81e8b09a82,high,no,
0546d4b0-dae2-0133-2eae-0a81e8b09a82,,no,
840cb260-db0c-0133-0df2-0a81e8b09a82,medium,no,
0dda9c70-da0c-0133-27ec-0a81e8b09a82,medium,yes,3161063d378eecc4581c5cdee46a2a6c
7d59e6d0-dcd5-0133-4535-0a81e8b09a82,high,yes,8a7a3f1bce0958ae9f090683e5a925b7
bbbe6b40-dca6-0133-b97e-0a81e8b09a82,medium,no,
d81d5e30-dc8e-0133-4d0a-0a81e8b09a82,high,yes,41b2978a2c07c5f477e60f26372d6c85
71086730-da40-0133-dbce-0a81e8b09a82,high,yes,dac2e921c1f887d9efc4c06fa33c1397
25476310-d96f-0133-08c8-0a81e8b09a82,low,yes,0de6170ccbed08e62b2e5862d5846a43
0a02f6f0-dd9c-0133-7eba-0a81e8b09a82,no,no,
41284280-dc09-0133-8422-0a81e8b09a82,high,yes,16b49a63ac3fcb90356c30187110ed94
da1c6940-d8d9-0133-948c-0a81e8b09a82,medium,no,
e7c31600-dd41-0133-26ec-0a81e8b09a82,medium,no,
9764f310-dbf3-0133-1c37-0a81e8b09a82,low,yes,d9e964a222fdd9527319ad88adbfaa2e
02e43260-d99e-0133-952f-0a81e8b09a82,high,yes,5db2c8d6539f983e1ca3d7c5b939e190
05a74160-d979-0133-10b9-0a81e8b09a82,medium,no,
c02ebdd0-d9cd-0133-10df-0a81e8b09a82,medium,no,
4daab650-da11-0133-01dd-0a81e8b09a82,medium,no,
e7f213c0-da2f-0133-a8d9-0a81e8b09a82,low,no,
55306ae0-dd5e-0133-df9a-0a81e8b09a82,high,yes,5db2c8d6539f983e1ca3d7c5b939e190
fe95d2e0-da10-0133-013e-0a81e8b09a82,high,no,
1978a050-db08-0133-c610-0a81e8b09a82,medium,no,
74877820-de33-0133-434b-0a81e8b09a82,medium,no,
d78d5860-db1f-0133-5bb6-0a81e8b09a82,low,no,
451f2580-dab8-0133-9e3f-0a81e8b09a82,low,no,
a140b3c0-dd5d-0133-dbfe-0a81e8b09a82,high,yes,a2a9fbe67b4aa2b551ba0f3adac90a99
ef03bc80-dbaf-0133-b6ff-0a81e8b09a82,high,yes,6408c0d7c7faa4ced47fbc8474698126
198d0100-d985-0133-3238-0a81e8b09a82,high,no,
55355020-dd50-0133-8cc4-0a81e8b09a82,high,yes,a33662485eb4ad97096183db945308f4
94c39420-d96a-0133-7c55-0a81e8b09a82,medium,no,
41d67810-dacc-0133-7885-0a81e8b09a82,low,yes,a33662485eb4ad97096183db945308f4
23fa36c0-dc20-0133-dcd8-0a81e8b09a82,low,no,
c86993f0-d8d1-0133-5ad4-0a81e8b09a82,high,yes,77d124811ae6887bd4ff42b0e2b49116
7bb157f0-dc41-0133-6b13-0a81e8b09a82,,yes,02e4c028f64f176de2f54bbc2f5403ce
5ba7cf40-d8eb-0133-9ee5-0a81e8b09a82,,no,
3eecef90-d8c7-0133-58f2-0a81e8b09a82,medium,yes,e7b3e1c6a32c7247cd4857e4c3574165
8507a140-da07-0133-0c5c-0a81e8b09a82,low,no,
09d92b10-d9b0-0133-fb7e-0a81e8b09a82,medium,no,
09b639e0-d965-0133-4729-0a81e8b09a82,medium,no,
8ec63c90-deaf-0133-50f9-0a81e8b09a82,medium,no,
4f714ad0-d995-0133-f96a-0a81e8b09a82,medium,yes,375017ea3a1a97f5ea676def873bb25b
6b75cc30-d984-0133-7f34-0a81e8b09a82,low,no,
6ec3bca0-d8ca-0133-5b58-0a81e8b09a82,medium,yes,a4d5b8b38f9513825d0d94a981ebe962
03797d30-da87-0133-e6a4-0a81e8b09a82,medium,yes,861a9b9151e11362eb3c77ca914172d0
3b960a50-d990-0133-59a0-0a81e8b09a82,high,no,
ccc83400-dcd1-0133-9b4b-0a81e8b09a82,medium,yes,d9e964a222fdd9527319ad88adbfaa2e
98fee500-d9c3-0133-facc-0a81e8b09a82,medium,no,
057c6210-dbcf-0133-e47d-0a81e8b09a82,high,yes,16b67d7f57698455aefbc1ae1b358b50
bdd088a0-dc36-0133-71bd-0a81e8b09a82,high,yes,cc2b26cc436bea36bda3bdd7367c411a
7d6b74b0-deee-0133-7773-0a81e8b09a82,medium,no,
2108e270-dc19-0133-cd6f-0a81e8b09a82,high,yes,36675c937946c8a4fc5de7d0b4c850de
2b1fe420-dcb9-0133-091c-0a81e8b09a82,high,yes,0de6170ccbed08e62b2e5862d5846a43
efe63070-dd60-0133-e5ad-0a81e8b09a82,high,no,
8ba87aa0-dccf-0133-08fb-0a81e8b09a82,high,yes,847165cfda6b1dc82ae22b967da8af2f
959e1e70-d99f-0133-9cab-0a81e8b09a82,high,yes,c3b5ebd7b88c20786f11e87846c7d6ae
35790080-deb2-0133-544b-0a81e8b09a82,low,no,
5c2ad060-da0b-0133-2633-0a81e8b09a82,medium,no,
8476e930-d9b4-0133-d30a-0a81e8b09a82,,yes,d71c4164c99a5f9bca773e755a72f40f
f006e730-dcc1-0133-580f-0a81e8b09a82,high,yes,5db2c8d6539f983e1ca3d7c5b939e190
2e1fadc0-df2b-0133-0e21-0a81e8b09a82,low,no,
8bd0c980-df29-0133-3790-0a81e8b09a82,high,no,
16eafa80-d948-0133-17e6-0a81e8b09a82,,no,
7ca0fed0-da2f-0133-a6f2-0a81e8b09a82,medium,yes,d4624ed8068d24948e18303212593cd6
688e0550-d990-0133-5a6b-0a81e8b09a82,high,no,
0a4a2380-d904-0133-ca8e-0a81e8b09a82,medium,no,
85d5f450-dd91-0133-bda8-0a81e8b09a82,low,no,
cf4f7620-dc8b-0133-0494-0a81e8b09a82,low,no,
e642c540-db15-0133-e713-0a81e8b09a82,,no,
7ce55980-d9d7-0133-10cc-0a81e8b09a82,medium,no,
b9962fc0-db0e-0133-84d9-0a81e8b09a82,medium,no,
0422e320-dc77-0133-3886-0a81e8b09a82,high,yes,c1b670eba9ccb65e7c99f7da116d5b9c
3fc1f230-dd9b-0133-7abf-0a81e8b09a82,high,yes,76385cb24e831b3364279b9de5641d8f
072a62c0-daf1-0133-40db-0a81e8b09a82,high,yes,45033f83b6e0309eca9bcd76917f15d0
7cfab650-dcb1-0133-914e-0a81e8b09a82,high,yes,2173ff3afd8d28192f7cf119af201940
c6392270-dc64-0133-b77b-0a81e8b09a82,high,no,
0a977040-dcb9-0133-9eac-0a81e8b09a82,high,no,
0a967940-df0a-0133-1070-0a81e8b09a82,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
72c23ad0-dc4a-0133-4bcc-0a81e8b09a82,low,yes,e49986dae76619a3941d280ee14d38ae
e67cace0-dae4-0133-3920-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
1e556260-d8dc-0133-9b7d-0a81e8b09a82,low,no,
3cc51a20-dc7a-0133-4246-0a81e8b09a82,high,yes,800b621aab5dac18f4caef621fa43a49
4ab5b4f0-db61-0133-01c2-0a81e8b09a82,low,no,
076c90a0-dbab-0133-c77a-0a81e8b09a82,medium,yes,5e93fd1a58c8a67b295f69d87d1a940d
9f68fa60-da3e-0133-cde9-0a81e8b09a82,,no,
83251410-d97c-0133-08cf-0a81e8b09a82,,yes,781f5d3a80812531fdc81125a527a626
09f00e30-d974-0133-fc9f-0a81e8b09a82,medium,yes,d4624ed8068d24948e18303212593cd6
4fa3b090-dde6-0133-2ff4-0a81e8b09a82,high,no,
04795b70-d985-0133-3189-0a81e8b09a82,low,no,
de8bbbd0-da70-0133-c47a-0a81e8b09a82,medium,yes,800b621aab5dac18f4caef621fa43a49
97527770-dab8-0133-9ed0-0a81e8b09a82,high,yes,04c82eae29e1c4a30eac0710b74ab276
538305b0-da3b-0133-7c93-0a81e8b09a82,medium,yes,dac2e921c1f887d9efc4c06fa33c1397
04863bb0-dd66-0133-5e73-0a81e8b09a82,low,yes,132aa9e82c5d4c8a395342d0a6e22c5c
1ed20ad0-dc90-0133-5197-0a81e8b09a82,high,yes,a003702c0cea282e17967772dd83de5e
0e1d8ec0-dd7e-0133-bb68-0a81e8b09a82,high,yes,894ca61c22718617c7e2404f582153da
79ff8ff0-dd86-0133-b831-0a81e8b09a82,medium,yes,141ddda0f613da65a280521247de0e9f
11e82630-db0d-0133-d019-0a81e8b09a82,,no,
86c59dd0-d8be-0133-0e87-0a81e8b09a82,medium,yes,90c5430dbc810aec8695af2f1f4c42e8
a3386be0-da20-0133-003b-0a81e8b09a82,medium,no,
d3347e60-dbc6-0133-9bb3-0a81e8b09a82,medium,yes,e605336f5a43949cb6b18054fd1937f1
c02bf8d0-dcad-0133-ef51-0a81e8b09a82,medium,yes,c1b670eba9ccb65e7c99f7da116d5b9c
15475b60-dbab-0133-c7ad-0a81e8b09a82,low,yes,45033f83b6e0309eca9bcd76917f15d0
b3aafaf0-da59-0133-d4fe-0a81e8b09a82,,yes,5285758deb04c98f58cbae2747195f33
ad2caa00-d951-0133-6692-0a81e8b09a82,low,no,
bd16ed20-dbdd-0133-4ad3-0a81e8b09a82,low,no,
57032d90-dcc8-0133-ee22-0a81e8b09a82,medium,no,
d67c3ff0-dc0c-0133-a550-0a81e8b09a82,high,no,
83a3f4a0-d99c-0133-b104-0a81e8b09a82,high,yes,1a281bf4bd1fe9b2a6e464e508bea167
d0334250-dc00-0133-fc7a-0a81e8b09a82,low,yes,e55556364d2096578fd153e9800e826f
9ffe81a0-d95e-0133-7799-0a81e8b09a82,,no,
738f13f0-dd43-0133-2afd-0a81e8b09a82,high,yes,f5bc91b67dc30ad204158092116c4ed2
87223040-db57-0133-fa1a-0a81e8b09a82,,no,
442aab70-daea-0133-7faf-0a81e8b09a82,medium,yes,1a281bf4bd1fe9b2a6e464e508bea167
73c55e10-d91a-0133-2609-0a81e8b09a82,medium,yes,ac47656fd51c2cd8037057262c910dc4
6da6f2f0-dbcb-0133-c3ee-0a81e8b09a82,medium,yes,e2f68bf748aea2c7d2254550c0c92b23
ad8a1e50-dd5d-0133-dc5d-0a81e8b09a82,high,yes,970eb38c7b3eb080466052ea994af189
cd86e160-dccd-0133-ff76-0a81e8b09a82,low,yes,7a37ddb38441873334fd8ff07c17ad22
6a1704b0-dd54-0133-9cc0-0a81e8b09a82,,yes,dac2e921c1f887d9efc4c06fa33c1397
b733c2f0-dcd7-0133-de22-0a81e8b09a82,high,yes,d4624ed8068d24948e18303212593cd6
b73721c0-d912-0133-cb03-0a81e8b09a82,medium,yes,ced804d972b03cca6d523ec8925a7943
f1ba72a0-dd8c-0133-00a2-0a81e8b09a82,low,no,
ada381b0-d8df-0133-62d0-0a81e8b09a82,medium,no,
d3a9f400-d987-0133-3f41-0a81e8b09a82,high,no,
c0a0c260-dd4c-0133-f78b-0a81e8b09a82,medium,no,
dd291930-db58-0133-fe40-0a81e8b09a82,high,no,
4e46e340-dca4-0133-b1ca-0a81e8b09a82,medium,no,
a6525850-dd6d-0133-f9c4-0a81e8b09a82,high,yes,46b09f5f86f1ed46a8cb8e14d41418c7
047643e0-dc0f-0133-ade3-0a81e8b09a82,high,yes,c34f03aa0a9c6edbe8ec50f4fa3687a8
9b310190-dced-0133-c68b-0a81e8b09a82,medium,yes,e49986dae76619a3941d280ee14d38ae
a2cbf110-d9b2-0133-078f-0a81e8b09a82,high,yes,a12a16280e22220f9354333f6fe1b22a
8346aea0-dc90-0133-52e3-0a81e8b09a82,,no,
8826ed60-da87-0133-e864-0a81e8b09a82,medium,no,
882c4370-d962-0133-3fd3-0a81e8b09a82,medium,yes,76b0ba6af40991629e20dff36edd02a5
9a0ba5e0-dc01-0133-7d4a-0a81e8b09a82,medium,yes,e605336f5a43949cb6b18054fd1937f1
c403b0c0-dcd0-0133-94be-0a81e8b09a82,medium,yes,cc2b26cc436bea36bda3bdd7367c411a
2687f820-dc34-0133-6e41-0a81e8b09a82,medium,yes,800b621aab5dac18f4caef621fa43a49
67479140-dd6a-0133-ed04-0a81e8b09a82,high,no,
dd9d7390-db62-0133-0573-0a81e8b09a82,no,no,
84786df0-d9c2-0133-3079-0a81e8b09a82,low,no,
7e506510-dc93-0133-3555-0a81e8b09a82,high,no,
a0fe5ea0-db50-0133-4340-0a81e8b09a82,medium,no,
7b460900-dce5-0133-5f37-0a81e8b09a82,high,yes,1a281bf4bd1fe9b2a6e464e508bea167
a10d80a0-da7d-0133-79be-0a81e8b09a82,medium,no,
88590d60-ddaf-0133-1f67-0a81e8b09a82,high,no,
48be1b90-d9d0-0133-1887-0a81e8b09a82,medium,no,
ce2cddc0-dbb9-0133-588c-0a81e8b09a82,high,yes,a33662485eb4ad97096183db945308f4
e1775b10-d9f7-0133-0455-0a81e8b09a82,,no,
919296b0-dbad-0133-4f6e-0a81e8b09a82,high,yes,a2a9fbe67b4aa2b551ba0f3adac90a99
cb220a80-dcb7-0133-71c7-0a81e8b09a82,high,no,
5b9499e0-dd44-0133-2da7-0a81e8b09a82,no,yes,c1fb1a01b78373ac2153c66fa08d16dc
ae36e460-d990-0133-5c0c-0a81e8b09a82,low,no,
d174d570-da8a-0133-55ce-0a81e8b09a82,medium,no,
e8403630-dc09-0133-8674-0a81e8b09a82,low,no,
c1a4df40-dd78-0133-da64-0a81e8b09a82,no,no,
4f2d7bb0-d974-0133-15fe-0a81e8b09a82,low,no,
00415000-dbdb-0133-31c4-0a81e8b09a82,medium,no,
751825c0-df40-0133-6342-0a81e8b09a82,low,yes,07b7555fa790debaf5b04d1409ad5f11
c1ac2e60-dbb0-0133-7ed8-0a81e8b09a82,medium,yes,16b67d7f57698455aefbc1ae1b358b50
b8be0b10-da2a-0133-40c8-0a81e8b09a82,medium,no,
97e265b0-db10-0133-1137-0a81e8b09a82,low,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
71c9a980-dce2-0133-cf84-0a81e8b09a82,high,yes,ced804d972b03cca6d523ec8925a7943
1d3d08b0-dd39-0133-0baf-0a81e8b09a82,medium,yes,569da68cdcac43a3b4a0126ea9170570
0c9a62f0-db60-0133-f72d-0a81e8b09a82,medium,no,
8b63dda0-dbf0-0133-e660-0a81e8b09a82,medium,yes,76385cb24e831b3364279b9de5641d8f
a8321ea0-d9aa-0133-4af9-0a81e8b09a82,medium,no,
d7d3b3e0-dbee-0133-51c5-0a81e8b09a82,low,yes,36675c937946c8a4fc5de7d0b4c850de
b55b39c0-d905-0133-cd2b-0a81e8b09a82,medium,yes,41b2978a2c07c5f477e60f26372d6c85
aed24f80-d9ab-0133-1c4b-0a81e8b09a82,high,yes,fcaf4aac737e53ad24b9f32f08b8740f
28ba9560-d8f8-0133-b47c-0a81e8b09a82,low,yes,a003702c0cea282e17967772dd83de5e
c7bc16f0-dceb-0133-c807-0a81e8b09a82,high,yes,122f24bc911a79c26ca66210557dda07
1fce0ee0-d8fe-0133-bf1b-0a81e8b09a82,medium,no,
922802a0-de62-0133-03be-0a81e8b09a82,low,no,
7f1a7e60-dc95-0133-a873-0a81e8b09a82,high,yes,41b2978a2c07c5f477e60f26372d6c85
9b3520f0-da42-0133-60af-0a81e8b09a82,low,yes,ccd7528fb38f16077360c5b67c9700c4
bbdbe830-d8d6-0133-6951-0a81e8b09a82,high,no,
109a8f80-df20-0133-a82e-0a81e8b09a82,high,yes,41b2978a2c07c5f477e60f26372d6c85
5c039360-dce4-0133-d701-0a81e8b09a82,high,yes,f1fb62e4c97f4f5cd5001877cb94379e
fc32a880-dd99-0133-7545-0a81e8b09a82,medium,yes,ec3d88b2fd083b870b8c5a603898ed39
52dd58f0-df2d-0133-142e-0a81e8b09a82,,no,
31f14680-d982-0133-74f8-0a81e8b09a82,low,yes,141ddda0f613da65a280521247de0e9f
14224120-d8c1-0133-c302-0a81e8b09a82,medium,yes,16b67d7f57698455aefbc1ae1b358b50
1dac2d60-db03-0133-5941-0a81e8b09a82,high,no,
e933d8f0-d94f-0133-59a5-0a81e8b09a82,low,no,
4fd9dbd0-dc94-0133-37f8-0a81e8b09a82,high,yes,0de6170ccbed08e62b2e5862d5846a43
0a1d8de0-dd52-0133-92bf-0a81e8b09a82,,yes,e605336f5a43949cb6b18054fd1937f1
8957f090-dd50-0133-8d6f-0a81e8b09a82,,no,
c5e80d70-dd49-0133-3e70-0a81e8b09a82,,no,
5976d6d0-d9ae-0133-8e71-0a81e8b09a82,low,no,
06d9f550-dcb8-0133-7327-0a81e8b09a82,low,no,
32276100-d98d-0133-f1b3-0a81e8b09a82,high,no,
fc8bd610-db3c-0133-460e-0a81e8b09a82,medium,yes,45033f83b6e0309eca9bcd76917f15d0
4693ec20-dec6-0133-2a70-0a81e8b09a82,medium,no,
f3ad27a0-dcc0-0133-52ba-0a81e8b09a82,low,yes,76385cb24e831b3364279b9de5641d8f
72a06d20-dad5-0133-3d4f-0a81e8b09a82,medium,no,
6c66c0b0-dc91-0133-55b3-0a81e8b09a82,high,no,
4cee36b0-db4e-0133-f7e3-0a81e8b09a82,medium,no,
f9617510-dccf-0133-0b23-0a81e8b09a82,medium,yes,a12a16280e22220f9354333f6fe1b22a
82ecc5c0-d991-0133-5fb7-0a81e8b09a82,high,yes,375017ea3a1a97f5ea676def873bb25b
a927a520-d8f1-0133-160c-0a81e8b09a82,high,yes,19e384e977796c25780d8c28b12089c4
14de1c80-dba7-0133-4bca-0a81e8b09a82,medium,no,
6c8d7630-db9e-0133-9b98-0a81e8b09a82,low,yes,d24ffac92c24fb0e7bd1abc5fc3b6254
89a9e400-dd57-0133-fb13-0a81e8b09a82,high,yes,2ca138b991c50dc6696238e5ad800142
c2b18830-db0e-0133-8503-0a81e8b09a82,low,no,
dfb72ac0-d8fa-0133-b937-0a81e8b09a82,medium,no,
a634bfe0-dcb7-0133-70f6-0a81e8b09a82,high,yes,04c82eae29e1c4a30eac0710b74ab276
86437a70-d943-0133-4dfd-0a81e8b09a82,low,no,
f9c21640-dc94-0133-a69d-0a81e8b09a82,medium,no,
3ff82580-d8f6-0133-af44-0a81e8b09a82,high,no,
529cdcc0-dcc8-0133-ee0f-0a81e8b09a82,low,no,
6ee092e0-d9d4-0133-d06b-0a81e8b09a82,high,yes,f6fbd9dea1fa8f899683ade8e7d87d60
e234f6a0-da01-0133-f707-0a81e8b09a82,medium,yes,e49986dae76619a3941d280ee14d38ae
72fc5860-d8c9-0133-a257-0a81e8b09a82,medium,no,
acdf3dd0-dc20-0133-de6d-0a81e8b09a82,high,yes,491d82be40d8395e347f9584124bccdd
5fac61e0-d984-0133-7f06-0a81e8b09a82,high,no,
049257f0-dd98-0133-7507-0a81e8b09a82,high,no,
019fadc0-d962-0133-cfbc-0a81e8b09a82,medium,no,
07c0be30-dc72-0133-8491-0a81e8b09a82,,no,
f428f590-d8d2-0133-5ec4-0a81e8b09a82,medium,no,
d31df330-dccc-0133-f9f1-0a81e8b09a82,low,yes,3161063d378eecc4581c5cdee46a2a6c
259b8980-d9b0-0133-fbfb-0a81e8b09a82,medium,yes,77d124811ae6887bd4ff42b0e2b49116
806bcde0-d97a-0133-5832-0a81e8b09a82,high,yes,1f8576bdffa64f492405d02b842c41a6
9c8b2ed0-dbc0-0133-d733-0a81e8b09a82,medium,no,
f71993c0-d8d7-0133-8f3e-0a81e8b09a82,high,yes,861a9b9151e11362eb3c77ca914172d0
86d2faf0-d9f2-0133-308d-0a81e8b09a82,high,no,
a6b2c8f0-dd6d-0133-f9c6-0a81e8b09a82,high,yes,679fb7003e0aedc14891fcd15dd846c5
a33bb140-dd5d-0133-dc0a-0a81e8b09a82,high,yes,7bb15eefb19ed09c59349baad7e8469e
9c989960-da05-0133-0808-0a81e8b09a82,low,no,
36999f90-dafb-0133-a96e-0a81e8b09a82,,yes,3833bd699e7afe4665b595f282da0387
938f8010-dbf2-0133-18c9-0a81e8b09a82,high,yes,cc2b26cc436bea36bda3bdd7367c411a
602906b0-dcbe-0133-c928-0a81e8b09a82,low,no,
dcaf13a0-dcc9-0133-26ac-0a81e8b09a82,high,yes,77d124811ae6887bd4ff42b0e2b49116
185ae440-dd70-0133-030c-0a81e8b09a82,medium,yes,90c5430dbc810aec8695af2f1f4c42e8
6d78e1a0-df39-0133-993c-0a81e8b09a82,low,no,
a6e657d0-da0f-0133-fe00-0a81e8b09a82,medium,yes,ec3d88b2fd083b870b8c5a603898ed39
0b8d6b30-dccd-0133-fb60-0a81e8b09a82,high,yes,3161063d378eecc4581c5cdee46a2a6c
dcd8f300-dc1c-0133-d5a8-0a81e8b09a82,medium,yes,775190277a849cba701b306a7b374c0a
0ba9f3a0-dbf2-0133-ec66-0a81e8b09a82,medium,no,
f194ea80-dbc7-0133-9f6f-0a81e8b09a82,low,no,
b0a3f6d0-db4b-0133-8b20-0a81e8b09a82,medium,no,
bd648790-da84-0133-dcb5-0a81e8b09a82,medium,yes,90c5430dbc810aec8695af2f1f4c42e8
f4a4f8e0-da99-0133-189a-0a81e8b09a82,high,yes,970eb38c7b3eb080466052ea994af189
5125a380-dc8d-0133-0a19-0a81e8b09a82,medium,no,
33e5d970-da11-0133-01b5-0a81e8b09a82,,no,
02853440-da5e-0133-65ae-0a81e8b09a82,high,yes,d06dfb43c95b585a89ae556c9221b573
9cff2570-d954-0133-87e3-0a81e8b09a82,low,no,
a7466f60-d98a-0133-a23b-0a81e8b09a82,high,no,
f4dcbf20-dd55-0133-ed6d-0a81e8b09a82,medium,yes,8fd068c8d9be73abfa678856177b6c40
a0a41a30-dbb7-0133-5096-0a81e8b09a82,medium,yes,8fd068c8d9be73abfa678856177b6c40
694c15d0-d9a7-0133-5a81-0a81e8b09a82,high,no,
832771c0-db48-0133-4365-0a81e8b09a82,low,no,
ccc38120-daa6-0133-a1e0-0a81e8b09a82,high,yes,897ef18a9321616495831a4b4b0c1bb2
54baece0-dba8-0133-505d-0a81e8b09a82,,yes,e605336f5a43949cb6b18054fd1937f1
8a9de270-dcd0-0133-939d-0a81e8b09a82,medium,no,
babeca20-db4b-0133-8b53-0a81e8b09a82,high,yes,e7b3e1c6a32c7247cd4857e4c3574165
77af9830-db08-0133-c7ca-0a81e8b09a82,low,no,
add857d0-de55-0133-2595-0a81e8b09a82,low,no,
eadef700-dcd8-0133-56cc-0a81e8b09a82,medium,no,
d71e67c0-d99c-0133-b27d-0a81e8b09a82,high,yes,a4d5b8b38f9513825d0d94a981ebe962
814992f0-dbb9-0133-576c-0a81e8b09a82,high,yes,c1b670eba9ccb65e7c99f7da116d5b9c
63fd4b40-d96e-0133-05c8-0a81e8b09a82,high,no,
8ad46020-dbcd-0133-efcc-0a81e8b09a82,low,yes,a33662485eb4ad97096183db945308f4
6e0ead10-dc7d-0133-d0b2-0a81e8b09a82,medium,yes,b36bc5f02fd641a126df999bcefa2777
612a3ab0-dd05-0133-4e7a-0a81e8b09a82,high,yes,a12a16280e22220f9354333f6fe1b22a
6b04b490-dce0-0133-c5b9-0a81e8b09a82,,yes,b24ece3300d2f8ab34f9553e531183d6
eb2d8e70-da53-0133-8acb-0a81e8b09a82,medium,no,
05c53d80-dc52-0133-119a-0a81e8b09a82,high,no,
a4810e70-d8d1-0133-5a47-0a81e8b09a82,high,yes,dfea9e8bc3c565ff9e64d4288b1c423d
26c22170-dce3-0133-d218-0a81e8b09a82,high,yes,894ca61c22718617c7e2404f582153da
13767fd0-db69-0133-3f75-0a81e8b09a82,medium,yes,76385cb24e831b3364279b9de5641d8f
9df8e820-d9f5-0133-001b-0a81e8b09a82,,no,
ab4e0700-dae2-0133-30f6-0a81e8b09a82,high,yes,5db2c8d6539f983e1ca3d7c5b939e190
203e1d40-da80-0133-3390-0a81e8b09a82,medium,yes,bdf4dcd92089bc17345de83f4d06090f
7e7a66f0-dee8-0133-0544-0a81e8b09a82,low,yes,569da68cdcac43a3b4a0126ea9170570
2a5caeb0-dbcc-0133-9f6e-0a81e8b09a82,low,no,
b1df81c0-dc17-0133-c8fb-0a81e8b09a82,medium,no,
9e24ecd0-de39-0133-56ff-0a81e8b09a82,medium,no,
2a60fe70-d981-0133-f532-0a81e8b09a82,high,yes,77d124811ae6887bd4ff42b0e2b49116
4934d640-dd4a-0133-4024-0a81e8b09a82,low,no,
8b5015c0-dc0d-0133-a7fe-0a81e8b09a82,high,yes,cf2d4db3c258faa2499bdeeeed6721a5
52555670-dc36-0133-7138-0a81e8b09a82,high,yes,00bff17fca67555d8d86e8ead86dcd70
42280ae0-db1a-0133-420b-0a81e8b09a82,,yes,a12a16280e22220f9354333f6fe1b22a
03751440-dced-0133-c4a6-0a81e8b09a82,medium,no,
71d17e60-dcae-0133-450a-0a81e8b09a82,low,no,
e53f4d70-dd16-0133-8e0f-0a81e8b09a82,,no,
d1b43f10-dc0c-0133-a536-0a81e8b09a82,medium,no,
a4fb1700-d968-0133-7623-0a81e8b09a82,,no,
6462ce20-d8ff-0133-c1b0-0a81e8b09a82,medium,no,
c1d84a70-dac8-0133-6f67-0a81e8b09a82,,yes,2173ff3afd8d28192f7cf119af201940
09eba5e0-d963-0133-418f-0a81e8b09a82,medium,yes,36ac256201657eeaa67ee95aaae3cd54
a52a71f0-da81-0133-9e3a-0a81e8b09a82,medium,yes,f1fb62e4c97f4f5cd5001877cb94379e
15e49b30-dc13-0133-89c4-0a81e8b09a82,high,no,
7f18d4e0-dc06-0133-e383-0a81e8b09a82,high,yes,f6fbd9dea1fa8f899683ade8e7d87d60
7209b170-d9be-0133-c056-0a81e8b09a82,high,no,
ebdf71b0-db06-0133-c383-0a81e8b09a82,high,no,
3f3ea790-d98e-0133-f0db-0a81e8b09a82,medium,yes,77d124811ae6887bd4ff42b0e2b49116
5bee5a40-d9be-0133-bfcf-0a81e8b09a82,low,yes,77d124811ae6887bd4ff42b0e2b49116
f5f73220-d8e1-0133-b4d8-0a81e8b09a82,medium,no,
98475590-da4c-0133-5653-0a81e8b09a82,high,yes,d9e964a222fdd9527319ad88adbfaa2e
64f27d10-daff-0133-6446-0a81e8b09a82,low,no,
61fc9db0-d8ac-0133-6c5b-0a81e8b09a82,low,yes,775190277a849cba701b306a7b374c0a
8bcccb90-d973-0133-fabc-0a81e8b09a82,medium,yes,b0fa6ede410f50b82ab74f5a705fe699
21387910-dbd2-0133-f191-0a81e8b09a82,,no,
d87d5370-dd36-0133-0515-0a81e8b09a82,high,yes,970eb38c7b3eb080466052ea994af189
52faa0f0-da6c-0133-7ab0-0a81e8b09a82,high,no,
49e614d0-d8fe-0133-bf6c-0a81e8b09a82,medium,yes,dac2e921c1f887d9efc4c06fa33c1397
f0206bd0-db2f-0133-04e7-0a81e8b09a82,medium,yes,d0abc47e83e7d85921e113f85175547a
